state,district,member,party
Louisiana,98,Aimee Adatto Freeman,D
Louisiana,99,Candace Newell,D
Louisiana,100,Vacant,
Louisiana,101,Vanessa Caston LaFleur,D
Louisiana,102,Delisha Boyd,D
Louisiana,103,Michael Bayham,R
Louisiana,104,Jay Gallé,R
Louisiana,105,Jacob Braud,R
Maine,1,Lucien Daigle,R
Maine,2,Roger Albert,R
Maine,3,Mark Babin,R
Maine,4,Timothy Guerrette,R
Maine,5,Joseph F. Underwood,R
Maine,6,Donald Ardell,R
Maine,7,Gregory Swallow,R
Maine,8,Tracy Quint,R
Maine,9,Arthur Mingo,R
Maine,10,William Tuell,R
Maine,11,Tiffany Strout,R
Maine,12,Billy Bob Faulkingham,R
Maine,13,Russell White,R
Maine,14,Gary Friedmann,D
Maine,15,Holly Eaton,D
Maine,16,Nina Milliken,D
Maine,17,Steven Bishop,R
Maine,18,Mathew McIntyre,R
Maine,19,Richard H. Campbell,R
Maine,20,Dani L. O'Halloran,D
Maine,21,Ambureen Rana,D
Maine,22,Laura Supica,D
Maine,23,Amy Roeder,D
Maine,24,Sean Faircloth,D
Maine,25,Laurie Osher,D
Maine,26,Jim Dill,D
Maine,27,Gary Drinkwater,R
Maine,28,Irene Gifford,R
Maine,29,Vacant,
Maine,30,James Lee White,R
Maine,31,Chad R. Perkins,R
Maine,32,Steven D. Foster,R
Maine,33,Kenneth Fredette,R
Maine,34,Abigail Griffin,R
Maine,35,James E. Thorne,R
Maine,36,Kimberly Haggan,R
Maine,37,Reagan Paul,R
Maine,38,Benjamin C. Hymes,R
Maine,39,Janice Dodge,D
Maine,40,Michael Ray,D
Maine,41,Victoria Doudera,D
Maine,42,Valli Geiger,D
Maine,43,Ann Matlack,D
Maine,44,William Pluecker,I
Maine,45,Abden Simmons,R
Maine,46,Lydia Crafts,D
Maine,47,Wayne Farrin,D
Maine,48,Holly Stover,D
Maine,49,Allison Hepler,D
Maine,50,David Sinclair,D
Maine,51,Rafael Macias,D
Maine,52,Sally Cluchey,D
Maine,53,Michael Lemelin,R
Maine,54,Karen Montell,D
Maine,55,Daniel Shagoury,D
Maine,56,Randall Greenwood,R
Maine,57,Tavis Hasenfus,D
Maine,58,Sharon Frost,I
Maine,59,David Rollins,D
Maine,60,William Bridgeo,D
Maine,61,Alicia Collins,R
Maine,62,Katrina Smith,R
Maine,63,Paul Flynn,R
Maine,64,Flavia DeBrito,D
Maine,65,Cassie Julia,D
Maine,66,Robert Nutting,R
Maine,67,Shelley Rudnicki,R
Maine,68,Amanda Collamore,R
Maine,69,Dean Cray,R
Maine,70,Jennifer Poirier,R
Maine,71,John Ducharme,R
Maine,72,Elizabeth Caruso,R
Maine,73,Mike Soboleski,R
Maine,74,Randall Hall,R
Maine,75,Stephan Bunker,D
Maine,76,Sheila Lyman,R
Maine,77,Tammy Schmersal-Burgess,R
Maine,78,Rachel A. Henderson,R
Maine,79,Michael Lance,R
Maine,80,Caldwell Jackson,R
Maine,81,Peter Wood,R
Maine,82,Nathan Wadsworth,R
Maine,83,Marygrace Cimino,R
Maine,84,Mark Walker,R
Maine,85,Kimberly Pomerleau,R
Maine,86,Rolf Olsen,R
Maine,87,David Boyer,R
Maine,88,Quentin Chapman,R
Maine,89,Adam R. Lee,D
Maine,90,Laurel Libby,R
Maine,91,Joshua Morris,R
Maine,92,Stephen J. Wood,R
Maine,93,Julia McCabe,D
Maine,94,Scott Harriman,D
Maine,95,Mana Abdi,D
Maine,96,Michel Lajoie,D
Maine,97,Richard G. Mason,R
Maine,98,Kilton Webb,D
Maine,99,Cheryl Golek,D
Maine,100,Daniel Ankeles,D
Maine,101,Poppy Arford,D
Maine,102,Melanie Sachs,D
Maine,103,Arthur L. Bell,D
Maine,104,Amy Arata,R
Maine,105,Anne P. Graham,D
Maine,106,Barbara Bagshaw,R
Maine,107,Mark Cooper,R
Maine,108,Parnell Terry,D
Maine,109,Eleanor Sato,D
Maine,110,Christina Mitchell,D
Maine,111,Amy Kuhn,D
Maine,112,W. Edward Crockett,U
Maine,113,Grayson Lookner,D
Maine,114,Dylan Pugh,D
Maine,115,Michael F. Brennan,D
Maine,116,Samuel Zager,D
Maine,117,Matt Moonen,D
Maine,118,Yusuf Yusuf,D
Maine,119,Charles Skold,D
Maine,120,Deqa Dhalac,D
Maine,121,Christopher Kessler,D
Maine,122,Matthew D. Beck,D
Maine,123,Michelle Boyer,D
Maine,124,Sophia Warren,D
Maine,125,Kelly Noonan Murphy,D
Maine,126,Drew Gattine,D
Maine,127,Morgan Rielly,D
Maine,128,Suzanne Salisbury,D
Maine,129,Marshall Archer,D
Maine,130,Lynn Copeland,D
Maine,131,Lori Gramlich,D
Maine,132,Ryan Fecteau,D
Maine,133,Marc Malon,D
Maine,134,Traci Gere,D
Maine,135,Daniel Sayre,D
Maine,136,John Eder,R
Maine,137,Nathan Carlow,R
Maine,138,Mark Blier,R
Maine,139,David Woodsome,R
Maine,140,Wayne Parry,R
Maine,141,Lucas Lanigan,R
Maine,142,Anne-Marie Mastraccio,D
Maine,143,Ann Fredericks,R
Maine,144,Jeffrey S. Adams,R
Maine,145,Robert Foley,R
Maine,146,Walter Runte,D
Maine,147,Holly Sargent,D
Maine,148,Thomas Lavigne,R
Maine,149,Tiffany Roberts,D
Maine,150,Michele Meyer,D
Maine,151,Kristi Mathieson,D
Maine,152,PNS ▌ Vacant,
Maine,153,PMQ ▌ Aaron M. Dana,I
Maine,154,MLS ▌ Brian Reynolds,I
Maryland,1A,Jim Hinebaugh,R
Maryland,1B,Jason C. Buckel,R
Maryland,1C,Terry Baker,R
Maryland,2A,William J. Wivell (R) ⎣ ▌ William Valentine,R
Maryland,2B,Matthew Schindler,D
Maryland,3,Kenneth P. Kerr (D) ⎢ ▌ Kris Fair (D) ⎣ ▌ Karen Simpson,D
Maryland,4,Barrie Ciliberti (R) ⎢ ▌ Jesse Pippy (R) ⎣ ▌ April Fleming Miller,R
Maryland,5,April Rose (R) ⎢ ▌ Christopher Bouchat (R) ⎣ ▌ Chris Tomlinson,R
Maryland,6,Robin Grammer Jr. (R) ⎢ ▌ Robert B. Long (R) ⎣ ▌ Richard W. Metzgar,R
Maryland,7A,Kathy Szeliga (R) ⎣ ▌ Ryan Nawrocki,R
Maryland,7B,Lauren Arikan,R
Maryland,8,Harry Bhandari (D) ⎢ ▌ Kim Ross (D) ⎣ ▌ Nick Allen,D
Maryland,9A,Chao Wu (D) ⎣ ▌ Natalie Ziegler,D
Maryland,9B,Courtney Watson,D
Maryland,10,Adrienne A. Jones (D) ⎢ ▌ N. Scott Phillips (D) ⎣ ▌ Jennifer White Holland,D
Maryland,11A,Cheryl Pasteur,D
Maryland,11B,Jon Cardin (D) ⎣ ▌ Dana Stein,D
Maryland,12A,Jessica Feldmark (D) ⎣ ▌ Terri Hill,D
Maryland,12B,Gary Simmons,D
Maryland,13,Gabriel Moreno (D) ⎢ ▌ Jennifer R. Terrasa (D) ⎣ ▌ Pam Guzzone,D
Maryland,14,Anne Kaiser (D) ⎢ ▌ Pamela E. Queen (D) ⎣ ▌ Bernice Mireku-North,D
Maryland,15,Linda Foley (D) ⎢ ▌ David Fraser-Hidalgo (D) ⎣ ▌ Lily Qi,D
Maryland,16,Sarah Wolek (D) ⎢ ▌ Marc Korman (D) ⎣ ▌ Teresa S. Woorman,D
Maryland,17,Ryan Spiegel (D) ⎢ ▌ Julie Palakovich Carr (D) ⎣ ▌ Joe Vogel,D
Maryland,18,Emily Shetty (D) ⎢ ▌ Jared Solomon (D) ⎣ ▌ Aaron Kaufman,D
Maryland,19,Charlotte Crutchfield (D) ⎢ ▌ Bonnie Cullison (D) ⎣ ▌ Vaughn Stewart,D
Maryland,20,Lorig Charkoudian (D) ⎢ ▌ David Moon (D) ⎣ ▌ Jheanelle Wilkins,D
Maryland,21,Ben Barnes (D) ⎢ ▌ Mary A. Lehman (D) ⎣ ▌ Joseline Peña-Melnyk,D
Maryland,22,Anne Healey (D) ⎢ ▌ Ashanti Martinez (D) ⎣ ▌ Nicole A. Williams,D
Maryland,23,Marvin E. Holmes Jr. (D) ⎢ ▌ Adrian Boafo (D) ⎣ ▌ Kym Taylor,D
Maryland,24,Andrea Harrison (D) ⎢ ▌ Tiffany T. Alston (D) ⎣ ▌ Derrick Coley,D
Maryland,25,Kent Roberson (D) ⎢ ▌ Karen Toles (D) ⎣ ▌ Denise Roberts,D
Maryland,26,Veronica L. Turner (D) ⎢ ▌ Kris Valderrama (D) ⎣ ▌ Jamila Woods,D
Maryland,27A,Darrell Odom,D
Maryland,27B,Jeffrie Long Jr.,D
Maryland,27C,Mark N. Fisher,R
Maryland,28,Debra Davis (D) ⎢ ▌ Edith J. Patterson (D) ⎣ ▌ C. T. Wilson,D
Maryland,29A,Matthew Morgan,R
Maryland,29B,Brian M. Crosby,D
Maryland,29C,Todd Morgan,R
Maryland,30A,Dana Jones (D) ⎣ ▌ Dylan Behler,D
Maryland,30B,Seth A. Howard,R
Maryland,31,Brian Chisholm (R) ⎢ ▌ Nic Kipke (R) ⎣ ▌ LaToya Nkongolo,R
Maryland,32,J. Sandy Bartlett (D) ⎢ ▌ Mark S. Chang (D) ⎣ ▌ Mike Rogers,D
Maryland,33A,Andrew Pruski,D
Maryland,33B,Stuart Schmidt Jr.,R
Maryland,33C,Heather Bagnall,D
Maryland,34A,Steven C. Johnson (D) ⎣ ▌ Andre Johnson Jr.,D
Maryland,34B,Susan K. McComas,R
Maryland,35A,Mike Griffith (R) ⎣ ▌ Teresa E. Reilly,R
Maryland,35B,Kevin Hornberger,R
Maryland,36,Steven J. Arentz (R) ⎢ ▌ Jefferson L. Ghrist (R) ⎣ ▌ Jay Jacobs,R
Maryland,37A,Sheree Sample-Hughes,D
Maryland,37B,Christopher T. Adams (R) ⎣ ▌ Tom Hutchinson,R
Maryland,38A,Kevin Anderson,R
Maryland,38B,Barry Beauchamp,R
Maryland,38C,Wayne A. Hartman,R
Maryland,39,Gabriel Acevero (D) ⎢ ▌ Lesley Lopez (D) ⎣ ▌ W. Gregory Wims,D
Maryland,40,Marlon Amprey (D) ⎢ ▌ Frank M. Conaway Jr. (D) ⎣ ▌ Melissa Wells,D
Maryland,41,Malcolm Ruff (D) ⎢ ▌ Samuel I. Rosenberg (D) ⎣ ▌ Sean Stinnett,D
Maryland,42A,Nino Mangione,R
Maryland,42B,Michele Guyton,D
Maryland,42C,Joshua Stonko,R
Maryland,43A,Regina T. Boyce (D) ⎣ ▌ Elizabeth Embry,D
Maryland,43B,Cathi Forbes,D
Maryland,44A,Eric Ebersole,D
Maryland,44B,Sheila Ruth (D) ⎣ ▌ Aletheia McCaskill,D
Maryland,45,Stephanie M. Smith (D) ⎢ ▌ Jackie Addison (D) ⎣ ▌ Caylin Young,D
Maryland,46,Luke Clippinger (D) ⎢ ▌ Robbyn Lewis (D) ⎣ ▌ Mark Edelson,D
Maryland,47A,Diana M. Fennell (D) ⎣ ▌ Julian Ivey,D
Maryland,47B,Deni Taveras,D
Massachusetts,1,Chris Flanagan,D
Massachusetts,2,Kip Diggs,D
Massachusetts,3,David Vieira,R
Massachusetts,4,Hadley Luddy,D
Massachusetts,5,Steven Xiarhos,R
Massachusetts,6,Thomas Moakley,D
Massachusetts,7,John Barrett,D
Massachusetts,8,Tricia Farley-Bouvier,D
Massachusetts,9,Leigh Davis,D
Massachusetts,10,Michael Chaisson,R
Massachusetts,11,Jim Hawkins,D
Massachusetts,12,Lisa Field,D
Massachusetts,13,Steven S. Howitt,R
Massachusetts,14,Justin Thurber,R
Massachusetts,15,Carole Fiola,D
Massachusetts,16,Alan Silvia,D
Massachusetts,17,Steven Ouellette,D
Massachusetts,18,Christopher Markey,D
Massachusetts,19,Mark Sylvia,D
Massachusetts,20,Christopher Hendricks,D
Massachusetts,21,Norman Orrall,R
Massachusetts,22,Antonio Cabral,D
Massachusetts,23,Adam Scanlon,D
Massachusetts,24,Dawne Shand,D
Massachusetts,25,Kristin Kassner,D
Massachusetts,26,Andy Vargas,D
Massachusetts,27,Estela Reyes,D
Massachusetts,28,Vacant,THE
Massachusetts,29,Hannah Bowen,D
Massachusetts,30,Manny Cruz,D
Massachusetts,31,Jenny Armini,D
Massachusetts,32,Donald Wong,R
Massachusetts,33,Daniel Cahill,D
Massachusetts,34,Sean Reid,D
Massachusetts,35,Thomas Walsh,D
Massachusetts,36,Sally Kerans,D
Massachusetts,37,Adrianne Ramos,D
Massachusetts,38,Ryan Hamilton,D
Massachusetts,39,Francisco E. Paulino,D
Massachusetts,40,Frank A. Moran,D
Massachusetts,41,Tram Nguyen,D
Massachusetts,42,Vacant,STF
Massachusetts,43,Susannah Whipps,I
Massachusetts,44,Todd Smola,R
Massachusetts,45,Brian Ashe,D
Massachusetts,46,Nicholas Boldyga,R
Massachusetts,47,Kelly Pease,R
Massachusetts,48,Patricia Duffy,D
Massachusetts,49,Michael Finn,D
Massachusetts,50,Aaron Saunders,D
Massachusetts,51,Shirley Arriaga,D
Massachusetts,52,Orlando Ramos,D
Massachusetts,53,Carlos Gonzalez,D
Massachusetts,54,Bud Williams,D
Massachusetts,55,Angelo Puppolo,D
Massachusetts,56,Lindsay Sabadosa,D
Massachusetts,57,Homar Gomez,D
Massachusetts,58,Mindy Domb,D
Massachusetts,59,Margaret Scarsdale,D
Massachusetts,60,James Arciero,D
Massachusetts,61,Kate Hogan,D
Massachusetts,62,Danielle Gregoire,D
Massachusetts,63,David Linsky,D
Massachusetts,64,Priscila Sousa,D
Massachusetts,65,Jack Lewis,D
Massachusetts,66,James Arena-DeRosa,D
Massachusetts,67,Thomas M. Stanley,D
Massachusetts,68,John J. Lawn,D
Massachusetts,69,Amy Mah Sangiolo,D
Massachusetts,70,Greg Schwartz,D
Massachusetts,71,Carmine Gentile,D
Massachusetts,72,Simon Cataldo,D
Massachusetts,73,Michelle Ciccolo,D
Massachusetts,74,Rodney Elliott,D
Massachusetts,75,Vanna Howard,D
Massachusetts,76,Tara Hong,D
Massachusetts,77,Dave Robertson,D
Massachusetts,78,Bradley Jones Jr.,R
Massachusetts,79,Kenneth Gordon,D
Massachusetts,80,Marc Lombardo,R
Massachusetts,81,Sean Garballey,D
Massachusetts,82,Dave Rogers,D
Massachusetts,83,Marjorie Decker,D
Massachusetts,84,Michael Connolly,D
Massachusetts,85,Erika Uyterhoeven,D
Massachusetts,86,Joe McGonagle,D
Massachusetts,87,Steven Owens,D
Massachusetts,88,Richard Haggerty,D
Massachusetts,89,Michael Day,D
Massachusetts,90,Kate Lipper-Garabedian,D
Massachusetts,91,Steven Ultrino,D
Massachusetts,92,Christine Barber,D
Massachusetts,93,Paul Donato,D
Massachusetts,94,Colleen Garry,D
Massachusetts,95,Dan Sena,D
Massachusetts,96,Bruce Ayers,D
Massachusetts,97,Tackey Chan,D
Massachusetts,98,Ron Mariano,D
Massachusetts,99,James M. Murphy,D
Massachusetts,100,Mark Cusack,D
Massachusetts,101,William C. Galvin,D
Massachusetts,102,Richard Wells,D
Massachusetts,103,Ted Philips,D
Massachusetts,104,Marcus Vaughn,R
Massachusetts,105,Jeffrey Roy,D
Massachusetts,106,Paul McMurtry,D
Massachusetts,107,John H. Rogers,D
Massachusetts,108,Joshua Tarsky,D
Massachusetts,109,Alice Peisch,D
Massachusetts,110,Tommy Vitolo,D
Massachusetts,111,Michelle Badger,D
Massachusetts,112,John Gaskey,R
Massachusetts,113,Joan Meschino,D
Massachusetts,114,Patrick J. Kearney,D
Massachusetts,115,David DeCoste,R
Massachusetts,116,Kenneth Sweezey,R
Massachusetts,117,Alyson Sullivan,R
Massachusetts,118,Dennis Gallagher,D
Massachusetts,119,Bridget Plouffe,D
Massachusetts,120,Michelle DuBois,D
Massachusetts,121,Rita Mendes,D
Massachusetts,122,Kathleen LaNatra,D
Massachusetts,123,Adrian Madaro,D
Massachusetts,124,Daniel Joseph Ryan,D
Massachusetts,125,Aaron Michlewitz,D
Massachusetts,126,David Biele,D
Massachusetts,127,Christopher Worrell,D
Massachusetts,128,Russell Holmes,D
Massachusetts,129,Chynah Tyler,D
Massachusetts,130,Jay Livingstone,D
Massachusetts,131,John F. Moran,D
Massachusetts,132,Bill MacGregor,D
Massachusetts,133,Judith García,D
Massachusetts,134,Brandy Fluker Oakley,D
Massachusetts,135,Daniel J. Hunt,D
Massachusetts,136,Robert Consalvo,D
Massachusetts,137,Sam Montaño,D
Massachusetts,138,Jessica Giannino,D
Massachusetts,139,Kevin Honan,D
Massachusetts,140,Michael Moran,D
Massachusetts,141,Jeff Turco,D
Massachusetts,142,Kimberly Ferguson,R
Massachusetts,143,Jonathan Zlotnik,D
Massachusetts,144,Mike Kushmerek,D
Massachusetts,145,Natalie Higgins,D
Massachusetts,146,Donnie Berthiaume,R
Massachusetts,147,John Marsi,R
Massachusetts,148,Paul Frost,R
Massachusetts,149,Michael Soter,R
Massachusetts,150,David Muradian,R
Massachusetts,151,Brian Murray,D
Massachusetts,152,Hannah Kane,R
Massachusetts,153,Meghan Kilcoyne,D
Massachusetts,154,John J. Mahoney,D
Massachusetts,155,Jim O'Day,D
Massachusetts,156,Mary Keefe,D
Massachusetts,157,Dan Donahue,D
Massachusetts,158,David LeBoeuf,D
Massachusetts,159,Joseph D. McKenna,R
Massachusetts,160,Kate Donaghue,D
Michigan,1,Tyrone Carter,D
Michigan,2,Tullio Liberati,D
Michigan,3,Alabas Farhat,D
Michigan,4,Karen Whitsett,D
Michigan,5,Regina Weiss,D
Michigan,6,Natalie Price,D
Michigan,7,Tonya Myers Phillips,D
Michigan,8,Helena Scott,D
Michigan,9,Joe Tate,D
Michigan,10,Veronica Paiz,D
Michigan,11,Donavan McKinney,D
Michigan,12,Kimberly Edwards,D
Michigan,13,Mai Xiong,D
Michigan,14,Mike McFall,D
Michigan,15,Erin Byrnes,D
Michigan,16,Stephanie Young,D
Michigan,17,Laurie Pohutsky,D
Michigan,18,Jason Hoskins,D
Michigan,19,Samantha Steckloff,D
Michigan,20,Noah Arbit,D
Michigan,21,Kelly Breen,D
Michigan,22,Matt Koleszar,D
Michigan,23,Jason Morgan,D
Michigan,24,Ranjeev Puri,D
Michigan,25,Peter Herzberg,D
Michigan,26,Dylan Wegela,D
Michigan,27,Rylee Linting,R
Michigan,28,Jamie Thompson,R
Michigan,29,James DeSana,R
Michigan,30,William Bruck,R
Michigan,31,Reggie Miller,D
Michigan,32,Jimmie Wilson Jr.,D
Michigan,33,Morgan Foreman,D
Michigan,34,Nancy Jenkins-Arno,R
Michigan,35,Jennifer Wortz,R
Michigan,36,Steve Carra,R
Michigan,37,Brad Paquette,R
Michigan,38,Joey Andrews,D
Michigan,39,Pauline Wendzel,R
Michigan,40,Matthew Longjohn,D
Michigan,41,Julie Rogers,D
Michigan,42,Matt Hall,R
Michigan,43,Rachelle Smit,R
Michigan,44,Steve Frisbie,R
Michigan,45,Sarah Lightner,R
Michigan,46,Kathy Schmaltz,R
Michigan,47,Carrie Rheingans,D
Michigan,48,Jennifer Conlin,D
Michigan,49,Ann Bollin,R
Michigan,50,Jason Woolford,R
Michigan,51,Matt Maddock,R
Michigan,52,Mike Harris,R
Michigan,53,Brenda Carter,D
Michigan,54,Donni Steele,R
Michigan,55,Mark Tisdel,R
Michigan,56,Sharon MacDonell,D
Michigan,57,Thomas Kuhn,R
Michigan,58,Ron Robinson,R
Michigan,59,Doug Wozniak,R
Michigan,60,Joseph Aragona,R
Michigan,61,Denise Mentzer,D
Michigan,62,Alicia St. Germaine,R
Michigan,63,Jay DeBoyer,R
Michigan,64,Joseph Pavlov,R
Michigan,65,Jaime Greene,R
Michigan,66,Josh Schriver,R
Michigan,67,Phil Green,R
Michigan,68,David Martin,R
Michigan,69,Jasper Martus,D
Michigan,70,Cynthia Neeley,D
Michigan,71,Brian BeGole,R
Michigan,72,Mike Mueller,R
Michigan,73,Julie Brixie,D
Michigan,74,Kara Hope,D
Michigan,75,Penelope Tsernoglou,D
Michigan,76,Angela Witwer,D
Michigan,77,Emily Dievendorf,D
Michigan,78,Gina Johnsen,R
Michigan,79,Angela Rigas,R
Michigan,80,Phil Skaggs,D
Michigan,81,Stephen Wooden,D
Michigan,82,Kristian Grant,D
Michigan,83,John Wesley Fitzgerald,D
Michigan,84,Carol Glanville,D
Michigan,85,Bradley Slagh,R
Michigan,86,Nancy DeBoer,R
Michigan,87,Will Snyder,D
Michigan,88,Greg VanWoerkom,R
Michigan,89,Luke Meerman,R
Michigan,90,Bryan Posthumus,R
Michigan,91,Pat Outman,R
Michigan,92,Jerry Neyer,R
Michigan,93,Tim Kelly,R
Michigan,94,Amos O'Neal,D
Michigan,95,Bill G. Schuette,R
Michigan,96,Timothy Beson,R
Michigan,97,Matthew Bierlein,R
Michigan,98,Gregory Alexander,R
Michigan,99,Mike Hoadley,R
Michigan,100,Tom Kunse,R
Michigan,101,Joseph Fox,R
Michigan,102,Curt VanderWall,R
Michigan,103,Betsy Coffia,D
Michigan,104,John Roth,R
Michigan,105,Ken Borton,R
Michigan,106,Cam Cavitt,R
Michigan,107,Parker Fairbairn,R
Michigan,108,David Prestin,R
Michigan,109,Karl Bohnak,R
Michigan,110,Gregory Markkanen,R
Minnesota,1A,John Burkel,R
Minnesota,1B,Steve Gander,R
Minnesota,2A,Bidal Duran Jr.,R
Minnesota,2B,Matt Bliss,R
Minnesota,3A,Roger Skraba,R
Minnesota,3B,Natalie Zeleznikar,R
Minnesota,4A,Heather Keeler,D
Minnesota,4B,Jim Joy,R
Minnesota,5A,Krista Knudsen,R
Minnesota,5B,Mike Wiener,R
Minnesota,6A,Ben Davis,R
Minnesota,6B,Josh Heintzeman,R
Minnesota,7A,Spencer Igo,R
Minnesota,7B,Cal Warwas,R
Minnesota,8A,Peter Johnson,D
Minnesota,8B,Liish Kozlowski,D
Minnesota,9A,Jeff Backer,R
Minnesota,9B,Tom Murphy,R
Minnesota,10A,Ron Kresha,R
Minnesota,10B,Isaac Schultz,R
Minnesota,11A,Jeff Dotseth,R
Minnesota,11B,Nathan Nelson,R
Minnesota,12A,Paul Anderson,R
Minnesota,12B,Mary Franson,R
Minnesota,13A,Lisa Demuth,R
Minnesota,13B,Tim O'Driscoll,R
Minnesota,14A,Bernie Perryman,R
Minnesota,14B,Dan Wolgamott,D
Minnesota,15A,Chris Swedzinski,R
Minnesota,15B,Paul Torkelson,R
Minnesota,16A,Scott Van Binsbergen,R
Minnesota,16B,Dave Baker,R
Minnesota,17A,Dawn Gillman,R
Minnesota,17B,Bobbie Harder,R
Minnesota,18A,Erica Schwartz,R
Minnesota,18B,Luke Frederick,D
Minnesota,19A,Keith Allen,R
Minnesota,19B,Thomas Sexton,R
Minnesota,20A,Pam Altendorf,R
Minnesota,20B,Steven Jacob,R
Minnesota,21A,Joe Schomacker,R
Minnesota,21B,Marj Fogelman,R
Minnesota,22A,Bjorn Olson,R
Minnesota,22B,Terry Stier,R
Minnesota,23A,Peggy Bennett,R
Minnesota,23B,Patricia Mueller,R
Minnesota,24A,Duane Quam,R
Minnesota,24B,Tina Liebling,D
Minnesota,25A,Kim Hicks,D
Minnesota,25B,Andy Smith,D
Minnesota,26A,Aaron Repinski,R
Minnesota,26B,Greg Davids,R
Minnesota,27A,Shane Mekeland,R
Minnesota,27B,Bryan Lawrence,R
Minnesota,28A,Jimmy Gordon,R
Minnesota,28B,Max Rymer,R
Minnesota,29A,Joe McDonald,R
Minnesota,29B,Marion O'Neill,R
Minnesota,30A,Walter Hudson,R
Minnesota,30B,Paul Novotny,R
Minnesota,31A,Harry Niska,R
Minnesota,31B,Peggy Scott,R
Minnesota,32A,Nolan West,R
Minnesota,32B,Matt Norris,D
Minnesota,33A,Patti Anderson,R
Minnesota,33B,Josiah Hill,D
Minnesota,34A,Danny Nadeau,R
Minnesota,34B,Xp Lee,D
Minnesota,35A,Zack Stephenson,D
Minnesota,35B,Kari Rehrauer,D
Minnesota,36A,Elliott Engen,R
Minnesota,36B,Brion Curran,D
Minnesota,37A,Kristin Robbins,R
Minnesota,37B,Kristin Bahner,D
Minnesota,38A,Huldah Hiltsley,D
Minnesota,38B,Samantha Vang,D
Minnesota,39A,Erin Koegel,D
Minnesota,39B,Sandra Feist,D
Minnesota,40A,Kelly Moller,D
Minnesota,40B,David Gottfried,D
Minnesota,41A,Wayne Johnson,R
Minnesota,41B,Tom Dippel,R
Minnesota,42A,Ned Carroll,D
Minnesota,42B,Ginny Klevorn,D
Minnesota,43A,Cedrick Frazier,D
Minnesota,43B,Mike Freiberg,D
Minnesota,44A,Peter Fischer,D
Minnesota,44B,Leon Lillie,D
Minnesota,45A,Andrew Myers,R
Minnesota,45B,Patty Acomb,D
Minnesota,46A,Larry Kraft,D
Minnesota,46B,Cheryl Youakim,D
Minnesota,47A,Shelley Buck,D
Minnesota,47B,Ethan Cha,D
Minnesota,48A,Jim Nash,R
Minnesota,48B,Lucy Rehm,D
Minnesota,49A,Laurie Pryor,D
Minnesota,49B,Carlie Kotyza-Witthuhn,D
Minnesota,50A,Julie Greene,D
Minnesota,50B,Steve Elkins,D
Minnesota,51A,Michael Howard,D
Minnesota,51B,Nathan Coulter,D
Minnesota,52A,Liz Reyer,D
Minnesota,52B,Bianca Virnig,D
Minnesota,53A,Mary Frances Clardy,D
Minnesota,53B,Rick Hansen,D
Minnesota,54A,Brad Tabke,D
Minnesota,54B,Ben Bakeberg,R
Minnesota,55A,Jessica Hanson,D
Minnesota,55B,Kaela Berg,D
Minnesota,56A,Robert Bierman,D
Minnesota,56B,John Huot,D
Minnesota,57A,Jon Koznick,R
Minnesota,57B,Jeff Witte,R
Minnesota,58A,Kristi Pursell,D
Minnesota,58B,Drew Roach,R
Minnesota,59A,Fue Lee,D
Minnesota,59B,Esther Agbaje,D
Minnesota,60A,Sydney Jordan,D
Minnesota,60B,Mohamud Noor,D
Minnesota,61A,Katie Jones,D
Minnesota,61B,Jamie Long,D
Minnesota,62A,Anquam Mahamoud,D
Minnesota,62B,Hodan Hassan,D
Minnesota,63A,Samantha Sencer-Mura,D
Minnesota,63B,Emma Greenman,D
Minnesota,64A,Meg Luger-Nikolai,D
Minnesota,64B,Dave Pinto,D
Minnesota,65A,Samakab Hussein,D
Minnesota,65B,María Isa Pérez-Vega,D
Minnesota,66A,Leigh Finke,D
Minnesota,66B,Athena Hollins,D
Minnesota,67A,Liz Lee,D
Minnesota,67B,Jay Xiong,D
Mississippi,1,Lester Carpenter,R
Mississippi,2,Brad Mattox,R
Mississippi,3,William Tracy Arnold,R
Mississippi,4,Jody Steverson,R
Mississippi,5,John Faulkner,D
Mississippi,6,Justin Keen,R
Mississippi,7,Kimberly Remak,R
Mississippi,8,Trey Lamar,R
Mississippi,9,Cedric Burnett,D
Mississippi,10,Josh Hawkins,R
Mississippi,11,Lataisha Jackson,D
Mississippi,12,Clay Deweese,R
Mississippi,13,Steve Massengill,R
Mississippi,14,Sam Creekmore IV,R
Mississippi,15,Beth Luther Waldo,R
Mississippi,16,Rickey W. Thompson,D
Mississippi,17,Shane Aguirre,R
Mississippi,18,Jerry Turner,R
Mississippi,19,Randy Boyd,R
Mississippi,20,Rodney Hall,R
Mississippi,21,Donnie Bell,R
Mississippi,22,Justin Crosby,D
Mississippi,23,Perry Van Bailey,R
Mississippi,24,Jeff Hale,R
Mississippi,25,Dan Eubanks,R
Mississippi,26,Otha Williams,D
Mississippi,27,Kenji Holloway,D
Mississippi,28,Doc Harris,R
Mississippi,29,Robert L. Sanders,D
Mississippi,30,Tracey Rosebud,D
Mississippi,31,Otis Anthony,D
Mississippi,32,Solomon Osborne,D
Mississippi,33,Jim Estrada,R
Mississippi,34,Kevin Horan,R
Mississippi,35,Joey Hood,R
Mississippi,36,Karl Gibbs,D
Mississippi,37,Andy Boyd,R
Mississippi,38,Cheikh Taylor,D
